z,target,images_analyzed,winner,winner_pct,jpegli_420_wins,jpegli_444_wins,mozjpeg_420_wins,mozjpeg_444_wins,jpegli_420_pct,jpegli_444_pct,mozjpeg_420_pct,mozjpeg_444_pct,mozjpeg_max_420_pct,mozjpeg_max_444_pct,jpegli_420_mean_size,jpegli_444_mean_size,mozjpeg_420_mean_size,mozjpeg_444_mean_size,jpegli_total_pct,mozjpeg_total_pct
66,66,336,jpegli-420,53.57142857142857,180.0,13.0,35.0,2.0,53.57142857142857,3.869047619047619,10.416666666666668,0.5952380952380952,30.059523809523807,1.488095238095238,68235.51796407186,74688.72916666667,71063.10149253732,80148.61309523809,57.44047619047619,42.55952380952381
67,67,336,jpegli-420,55.05952380952381,185.0,12.0,31.0,1.0,55.05952380952381,3.571428571428571,9.226190476190476,0.2976190476190476,29.464285714285715,2.380952380952381,70709.374251497,76849.94047619047,70811.60778443114,83593.13095238095,58.63095238095238,41.36904761904762
68,68,336,jpegli-420,54.46428571428571,183.0,13.0,34.0,1.0,54.46428571428571,3.869047619047619,10.119047619047619,0.2976190476190476,28.869047619047617,2.380952380952381,73928.51351351352,79960.21428571429,73963.70359281437,86559.84226190476,58.33333333333333,41.666666666666664
69,69,336,jpegli-420,52.38095238095239,176.0,18.0,37.0,2.0,52.38095238095239,5.357142857142857,11.011904761904761,0.5952380952380952,28.273809523809522,2.380952380952381,76733.2042042042,82754.35119047618,76925.79041916168,89745.46428571429,57.73809523809524,42.26190476190476
70,70,336,jpegli-420,50.595238095238095,170.0,23.0,36.0,3.0,50.595238095238095,6.845238095238096,10.714285714285714,0.8928571428571428,28.57142857142857,2.380952380952381,80433.0960960961,83003.21194029851,80478.28828828828,94076.13988095238,57.44047619047619,42.5595238095238
71,71,336,jpegli-420,50.595238095238095,170.0,22.0,33.0,2.0,50.595238095238095,6.547619047619048,9.821428571428571,0.5952380952380952,30.357142857142854,2.083333333333333,84100.7027027027,86376.84776119403,84129.41741741741,98191.90476190476,57.142857142857146,42.857142857142854
72,72,336,jpegli-420,48.214285714285715,162.0,30.0,37.0,4.0,48.214285714285715,8.928571428571429,11.011904761904761,1.1904761904761905,28.57142857142857,2.083333333333333,88424.04804804805,90217.02985074627,88303.92192192192,103034.60895522388,57.142857142857146,42.857142857142854
73,73,335,jpegli-420,45.97014925373134,154.0,33.0,35.0,1.0,45.97014925373134,9.850746268656717,10.44776119402985,0.2985074626865672,31.044776119402982,2.3880597014925375,93421.7987987988,94346.57014925373,93409.48048048047,104507.93975903615,55.82089552238806,44.179104477611936
74,74,335,jpegli-420,47.462686567164184,159.0,40.0,29.0,2.0,47.462686567164184,11.940298507462686,8.656716417910449,0.5970149253731344,28.65671641791045,2.6865671641791042,97818.01515151515,98269.64179104478,98094.90662650602,106390.20972644378,59.40298507462687,40.59701492537314
75,75,335,jpegli-420,44.776119402985074,150.0,44.0,36.0,4.0,44.776119402985074,13.134328358208954,10.746268656716417,1.1940298507462688,27.46268656716418,2.6865671641791042,100353.92331288343,103096.34337349398,103979.34146341463,111522.07975460123,57.91044776119403,42.08955223880597
